TNC	Tnc
ARHGEF4	Arhgef4
TSNAX	Tsnax
LIPK	Lipk
POLR2I	Polr2i
RNF186	Rnf186
SRCIN1	Srcin1
KLHL10	Klhl10
NFATC4	Nfatc4
CEP170	Cep170
BSPRY	Bspry
SH3GLB1	Sh3glb1
SARS	Sars
APOA5	Apoa5
AREG	Areg
FOXJ3	Foxj3
POU3F2	Pou3f2
SUV39H1	Suv39h1
PLEKHM2	Plekhm2
RHBG	Rhbg
RCCD1	Rccd1
HEYL	Heyl
ITGA10	Itga10
ZNF710	Zfp710
FANCL	Fancl
RNF6	Rnf6
ST7	St7
ANKRD42	Ankrd42
RPS3	Rps3
VEZT	Vezt
MCOLN3	Mcoln3
PAX8	Pax8
B4GALNT4	B4galnt4
OR2D3	Olfr716
OR52K2	Olfr552
UTP14A	Utp14a
ACHE	Ache
MEAF6	Meaf6
HIP1	Hip1
CACNA2D3	Cacna2d3
PSORS1C2	Psors1c2
NECAB2	Necab2
TNFRSF21	Tnfrsf21
RPP25	Rpp25
CDR2L	Cdr2l
SCN5A	Scn5a
DNMT1	Dnmt1
BCL9	Bcl9
GBGT1	Gbgt1
GGA2	Gga2
DCPS	Dcps
SYNE1	Syne1
IQSEC2	Iqsec2
EXOC3	Exoc3
SEMA4B	Sema4b
HOXA10	Hoxa10
SETD4	Setd4
ST3GAL4	St3gal4
MCOLN1	Mcoln1
DUSP9	Dusp9
PRKG1	Prkg1
PKD1L1	Pkd1l1
WDR5B	Wdr5b
OR51A7	Olfr576
UBR2	Ubr2
RGS4	Rgs4
TAF8	Taf8
SERPINB8	Serpinb8
HERC1	Herc1
HRASLS	Hrasls
TBX10	Tbx10
GSTM5	Gstm1
OR52E2	Olfr594
IGF2BP2	Igf2bp2
COL9A1	Col9a1
SLC17A4	Slc17a4
ACE2	Ace2
UNK	Unk
STK32C	Stk32c
DCT	Dct
PKP1	Pkp1
YBX2	Ybx2
ATP2B2	Atp2b2
RNF145	Rnf145
SH2B3	Sh2b3
ISM1	Ism1
FBXO16	Fbxo16
USP45	Usp45
POLR3B	Polr3b
TNFRSF25	Tnfrsf25
ADRM1	Adrm1
RNF165	Rnf165
HOXD10	Hoxd10
EDC4	Edc4
SENP6	Senp6
USF1	Usf1
NEK11	Nek11
PLGRKT	Plgrkt
TELO2	Telo2
ZSWIM3	Zswim3
ZBTB46	Zbtb46
PKN3	Pkn3
FASTKD2	Fastkd2
ZNF414	Zfp414
RBM19	Rbm19
GPR75	Gpr75
SLC22A7	Slc22a7
ENSA	Ensa
UPK3B	Upk3b
UBE4B	Ube4b
RNLS	Rnls
DDX20	Ddx20
BRD2	Brd2
PIK3AP1	Pik3ap1
AGPAT2	Agpat2
PPARD	Ppard
LLGL2	Llgl2
TFAP2D	Tfap2d
TSC22D4	Tsc22d4
GALR1	Galr1
HVCN1	Hvcn1
CLEC18B	Clec18a
ANKRD34B	Ankrd34b
PPEF1	Ppef1
CYP24A1	Cyp24a1
SLC26A11	Slc26a11
MED11	Med11
SGIP1	Sgip1
ZFP62	Zfp62
EFNB3	Efnb3
OR6K2	Olfr420
LGI3	Lgi3
CRYBA4	Cryba4
LCN6	Lcn6
SLCO6A1	Slco6b1
GPR55	Gpr55
PRDM15	Prdm15
GNB2	Gnb2
MIDN	Midn
SCARB1	Scarb1
SPTSSB	Sptssb
CHST8	Chst8
CCDC85B	Ccdc85b
PSMD6	Psmd6
DDX25	Ddx25
OPRD1	Oprd1
ARL8A	Arl8a
POLR2E	Polr2e
KNDC1	Kndc1
CAMKK1	Camkk1
KCNE2	Kcne2
EID2B	Eid2b
ZNF329	Zfp329
MRPL45	Mrpl45
SEPT4	Sept4
HTRA1	Htra1
ARSA	Arsa
PRKAB2	Prkab2
FNDC8	Fndc8
OR4C12	Olfr1255
IFT74	Ift74
ARFRP1	Arfrp1
SNX17	Snx17
SHH	Shh
ADH1C	Adh1
TEKT2	Tekt2
EPB41L4A	Epb41l4a
OR9G1	Olfr1014
TYW5	Tyw5
IER3	Ier3
PANK2	Pank2
DOCK9	Dock9
CACNA2D2	Cacna2d2
LAMB3	Lamb3
FURIN	Furin
HS3ST4	Hs3st4
SAMD5	Samd5
SKIDA1	Skida1
YKT6	Ykt6
TK2	Tk2
TGIF1	Tgif1
STYXL1	Styxl1
TRIM50	Trim50
SEC24D	Sec24d
LRRC8D	Lrrc8d
H1F0	H1f0
CDCA4	Cdca4
PDK1	Pdk1
MUTYH	Mutyh
C6orf118	1700010I14Rik
CNTN5	Cntn5
FAT3	Fat3
FBXO46	Fbxo46
DTX4	Dtx4
HCAR1	Hcar1
HIST1H2BD	Hist3h2ba
EXTL3	Extl3
HDC	Hdc
LRRC26	Lrrc26
GFRA1	Gfra1
CASQ1	Casq1
SOHLH1	Sohlh1
HSPB2	Hspb2
CAB39L	Cab39l
GRID1	Grid1
PC	Pcx
GATA4	Gata4
DIS3L	Dis3l
PIK3R5	Pik3r5
FAM3A	Fam3a
RAB34	Rab34
EMC1	Emc1
YWHAG	Ywhag
CSNK1G2	Csnk1g2
ITGA2	Itga2
CCNE2	Ccne2
CLIC6	Clic6
AMDHD1	Amdhd1
MPHOSPH10	Mphosph10
MYPN	Mypn
LMF1	Lmf1
CSMD2	Csmd2
GON4L	Gon4l
MORF4L1	Morf4l1
CSHL1	Gh
SFTPB	Sftpb
GRID2	Grid2
UBE2I	Ube2i
FOXC2	Foxc2
CDK14	Cdk14
SLC4A10	Slc4a10
FOXG1	Foxg1
C17orf99	6030468B19Rik
ERGIC3	Ergic3
CD244	Cd244
GRM8	Grm8
G6PD	G6pdx
MXI1	Mxi1
KLK7	Klk7
PGLYRP3	Pglyrp3
EOGT	Eogt
PALM	Palm
UTS2R	Uts2r
CISD1	Cisd1
FAM174B	Fam174b
SAFB2	Safb2
KISS1	Kiss1
KCNK1	Kcnk1
KPTN	Kptn
PON2	Pon2
HSD17B14	Hsd17b14
ASPN	Aspn
GPC4	Gpc4
PSTPIP1	Pstpip1
ZNF408	Zfp408
RSAD2	Rsad2
SELP	Selp
TNNC1	Tnnc1
DNAJC18	Dnajc18
TRMT2A	Trmt2a
CHADL	Chadl
RGS7	Rgs7
ROBO3	Robo3
SLC35D1	Slc35d1
DEGS1	Degs1
H1FOO	H1foo
PCOLCE2	Pcolce2
LAMA1	Lama1
NCKAP5L	Nckap5l
GNA12	Gna12
TIMP4	Timp4
RPGRIP1L	Rpgrip1l
EGLN2	Egln2
NFU1	Nfu1
DLL4	Dll4
FAM174A	Fam174a
SARDH	Sardh
NAB1	Nab1
ANO1	Ano1
SCLY	Scly
ZNF296	Zfp296
REEP1	Reep1
IFRD2	Ifrd2
CCDC8	Ccdc8
PTCRA	Ptcra
CAD	Cad
STRA6	Stra6
C1orf146	1700028K03Rik
UQCR11	Uqcr11
DOHH	Dohh
ZMIZ1	Zmiz1
CHFR	Chfr
IFNB1	Ifnb1
PDLIM7	Pdlim7
ARMC9	Armc9
CLDN5	Cldn5
GPC2	Gpc2
SBK2	Sbk2
NAALADL2	Naaladl2
BANF1	Banf1
PCED1B	Pced1b
GABRR3	Gabrr3
KRT222	Krt222
RASL11A	Rasl11a
TBL2	Tbl2
DZIP1L	Dzip1l
ATG16L1	Atg16l1
NDUFA5	Ndufa5
EPGN	Epgn
PHF13	Phf13
MAGIX	Magix
USP34	Usp34
LYRM2	Lyrm2
IRAK1BP1	Irak1bp1
LGALS8	Lgals8
C10orf71	3425401B19Rik
C11orf95	2700081O15Rik
CITED4	Cited4
IFITM3	Ifitm3
HOXA5	Hoxa5
TRIM23	Trim23
MGRN1	Mgrn1
LTBP4	Ltbp4
LCN8	Lcn8
IFNE	Ifne
TMEM126A	Tmem126a
TMEM81	Tmem81
NOL6	Nol6
HIST1H3E	Hist1h3h
WBP2NL	Wbp2nl
PMPCA	Pmpca
CHKA	Chka
GBA	Gba
PCDH7	Pcdh7
CHRM5	Chrm5
HMX2	Hmx2
TMCO4	Tmco4
PRSS8	Prss8
SHARPIN	Sharpin
ABCD4	Abcd4
JMJD4	Jmjd4
NKD1	Nkd1
TMEM63A	Tmem63a
IQGAP3	Iqgap3
PDE7A	Pde7a
C2orf71	BC027072
VAV1	Vav1
CLPSL2	Clpsl2
WDR53	Wdr53
CCR9	Ccr9
SMARCD2	Smarcd2
ZFP42	Zfp42
DTX3	Dtx3
UBE2L6	Ube2l6
SYBU	Sybu
VSTM5	Vstm5
MYO1D	Myo1d
C11orf80	Gm960
ESPL1	Espl1
CD4	Cd4
MLLT3	Mllt3
KRTAP13-1	Krtap13-1
FBXL6	Fbxl6
RAB1B	Rab1b
ABI2	Abi2
ARHGEF16	Arhgef16
DNAJC16	Dnajc16
ARMC7	Armc7
NKX3-1	Nkx3-1
ASB13	Asb13
MAP2K2	Map2k2
OR8B12	Olfr874
TXK	Txk
RNPS1	Rnps1
LDHB	Ldhb
SDAD1	Sdad1
ARNTL2	Arntl2
CCL11	Ccl11
FAM71F1	Fam71f1
AGFG2	Agfg2
EXOSC9	Exosc9
ALX3	Alx3
RALGDS	Ralgds
ZSWIM2	Zswim2
FBXW8	Fbxw8
SOAT2	Soat2
VWA7	Vwa7
SAAL1	Saal1
CASR	Casr
APLP1	Aplp1
RAB27B	Rab27b
BBS1	Bbs1
TRAPPC6A	Trappc6a
PGC	Pgc
TMEM132C	Tmem132c
AP3D1	Ap3d1
IFT80	Ift80
GBX1	Gbx1
CTU2	Ctu2
CST5	Cst10
RPUSD3	Rpusd3
RING1	Ring1
CLRN1	Clrn1
GKN2	Gkn2
WDR55	Wdr55
ADAMTS13	Adamts13
CPSF3	Cpsf3
DYNC1I1	Dync1i1
MAST2	Mast2
TEX19	Tex19.2
SWI5	Swi5
EPM2AIP1	Epm2aip1
MPG	Mpg
DRAM1	Dram1
AP5Z1	Ap5z1
TMEM150B	Tmem150b
LCT	Lct
FAM155B	Tmem28
CNPY1	Cnpy1
STXBP4	Stxbp4
TAF4	Taf4
EFR3B	Efr3b
UPF3A	Upf3a
SCARF1	Scarf1
PHIP	Phip
OGG1	Ogg1
MRPS7	Mrps7
PTGES	Ptges
CCSAP	Ccsap
CYP1A2	Cyp1a2
ANKRD52	Ankrd52
BLOC1S1	Bloc1s1
CX3CR1	Cx3cr1
RNASE13	Rnase13
NFX1	Nfx1
EFHC2	Efhc2
ZSCAN30	Zscan30
NUF2	Nuf2
KCNB1	Kcnb1
MMP23B	Mmp23
POLR2J	Polr2j
SUDS3	Suds3
SSH3	Ssh3
GPSM1	Gpsm1
ZNF609	Zfp609
WDR7	Wdr7
LIPM	Lipm
MCOLN2	Mcoln2
AGER	Ager
C3orf18	6430571L13Rik
H2AFJ	H2afj
CSN3	Csn3
ELOVL1	Elovl1
TGM1	Tgm1
GNGT2	Gngt2
SNX18	Snx18
ATP6V0A2	Atp6v0a2
SLC22A1	Slc22a1
ZSWIM4	Zswim4
TIAM2	Tiam2
SLC28A1	Slc28a1
TRAF5	Traf5
PHOX2A	Phox2a
RYK	Ryk
PIP4K2B	Pip4k2b
STOML2	Stoml2
TFAP2B	Tfap2b
PSMD9	Psmd9
NOL9	Nol9
KCTD18	Kctd18
KIF27	Kif27
ABLIM2	Ablim2
LHFPL3	Lhfpl3
GABRA4	Gabra4
C11orf70	9230110C19Rik
NDEL1	Ndel1
PARPBP	Parpbp
B4GALT3	B4galt3
PCTP	Pctp
KCNJ13	Kcnj13
DNAAF3	Dnaaf3
TMPRSS4	Tmprss4
REM1	Rem1
IGDCC4	Igdcc4
AGXT	Agxt
SSB	Ssb
PPP1R16B	Ppp1r16b
OR51E2	Olfr78
NLRP12	Nlrp12
DLG2	Dlg2
TRAF2	Traf2
KCNAB1	Kcnab1
POF1B	Pof1b
PRELP	Prelp
KIF3A	Kif3a
PDP1	Pdp1
C19orf44	1700030K09Rik
CCDC153	Ccdc153
WNT9A	Wnt9a
OR10W1	Olfr1490
PPP4C	Ppp4c
LRTOMT	Tomt
FOXN4	Foxn4
THRA	Thra
SLC39A1	Slc39a1
TPBG	Tpbg
CRYM	Crym
LAMA3	Lama3
IL15RA	Il15ra
PSMA8	Psma8
CCDC87	Ccdc87
SMTNL1	Smtnl1
NEUROD4	Neurod4
BRCA2	Brca2
COX7A2L	Cox7a2l
ABCE1	Abce1
ACD	Acd
SLC6A18	Slc6a18
PFDN1	Pfdn1
PAOX	Paox
ZNF703	Zfp703
SOX4	Sox4
IL17B	Il17b
YBX1	Ybx1
TRMT11	Trmt11
WNT7B	Wnt7b
C7orf57	Gm11992
TSC2	Tsc2
SRD5A1	Srd5a1
WSCD2	Wscd2
LZTS2	Lzts2
SMOC2	Smoc2
CERS3	Cers3
RASSF5	Rassf5
LMO7	Lmo7
CCDC27	Ccdc27
ADH4	Adh4
NLRC3	Nlrc3
PDXP	Pdxp
UBIAD1	Ubiad1
SKAP1	Skap1
FBXO27	Fbxo27
AFP	Afp
PLA2G1B	Pla2g1b
BPTF	Bptf
NT5DC3	Nt5dc3
TXNRD2	Txnrd2
ENTPD6	Entpd6
CBX7	Cbx7
HMGCS1	Hmgcs1
USP5	Usp5
FMOD	Fmod
OLFM4	Olfm4
ARHGEF7	Arhgef7
CAPN9	Capn9
DLGAP3	Dlgap3
ASXL1	Asxl1
AHSG	Ahsg
ULK4	Ulk4
NHSL2	Nhsl2
BICC1	Bicc1
NDUFA4L2	Ndufa4l2
ZNF526	Zfp526
MED25	Med25
ZDHHC18	Zdhhc18
EPHA10	Epha10
EGF	Egf
RYR1	Ryr1
RANBP10	Ranbp10
ATG5	Atg5
LRRC47	Lrrc47
MAD1L1	Mad1l1
STAMBPL1	Stambpl1
ZNF784	Zfp784
OR4A15	Olfr1234
KCNH6	Kcnh6
GAD1	Gad1
TPST2	Tpst2
APOBEC4	Apobec4
KCNJ4	Kcnj4
NTNG1	Ntng1
USP35	Usp35
TAAR9	Taar9
HOXD12	Hoxd12
PRSS55	Prss55
AADACL4	Aadacl4
SV2A	Sv2a
SLC26A7	Slc26a7
PQLC2	Pqlc2
NOG	Nog
ZNF397	Zfp397
SH3RF3	Sh3rf3
C6	C6
SLBP	Slbp
VPS37D	Vps37d
CARM1	Carm1
SLC1A6	Slc1a6
ACTR1B	Actr1b
RNASEH2C	Rnaseh2c
IL2	Il2
SERPINH1	Serpinh1
PTDSS2	Ptdss2
MED9	Med9
DMTF1	Dmtf1
MIPOL1	Mipol1
DNAJC27	Dnajc27
TPTE2	Tpte
IGFBP6	Igfbp6
EPC2	Epc2
ETV4	Etv4
NDUFA10	Ndufa10
NAV2	Nav2
TRIM62	Trim62
TNNI1	Tnni1
TINAGL1	Tinagl1
SEC22A	Sec22a
NPAS3	Npas3
INPP5E	Inpp5e
SCGB1A1	Scgb1a1
TERT	Tert
NUDT2	Nudt2
DPYS	Dpys
TNFRSF11A	Tnfrsf11a
CCDC152	Ccdc152
MAGEE1	Magee1
NECAB1	Necab1
SLC12A9	Slc12a9
VARS	Vars
RILPL1	Rilpl1
MMRN1	Mmrn1
SMARCE1	Smarce1
EXOSC4	Exosc4
PASK	Pask
CUBN	Cubn
PDE9A	Pde9a
OR52D1	Olfr646
NDUFAF2	Ndufaf2
BTBD7	Btbd7
KDM5B	Kdm5b
HMOX1	Hmox1
CCNY	Ccny
TAF1C	Taf1c
FIBP	Fibp
TBCC	Tbcc
DYDC2	Dydc2
APBB2	Apbb2
OR4A16	Olfr1240
ADM	Adm
ZC3H4	Zc3h4
PCK2	Pck2
RARG	Rarg
SOX11	Sox11
PGPEP1L	Pgpep1l
RARS2	Rars2
SLCO3A1	Slco3a1
PPP1R3A	Ppp1r3a
DDIT3	Ddit3
OIT3	Oit3
GINS1	Gins1
ITGA7	Itga7
NIPAL3	Nipal3
FAM216A	Fam216a
TRMT10B	Trmt10b
ARF3	Arf3
QRFP	Qrfp
SAC3D1	Sac3d1
CBX1	Cbx1
LIN9	Lin9
RENBP	Renbp
GNA15	Gna15
MMP14	Mmp14
PRPS1L1	Prps1l1
CLDN6	Cldn6
B4GALNT2	B4galnt2
TMEM185A	Tmem185a
TTC7A	Ttc7
PKDREJ	Pkdrej
ENO3	Eno3
IRX2	Irx2
GTF3C2	Gtf3c2
PTGER2	Ptger2
TUBG1	Tubg1
SLC25A10	Slc25a10
GPR52	Gpr52
APOA1	Apoa1
AES	Aes
UBE2K	Ube2k
SPRTN	Sprtn
TIFA	Tifa
TAS2R10	Tas2r114
STXBP6	Stxbp6
PRAMEF12	Pramef12
TPRG1L	Tprgl
CER1	Cer1
C19orf47	2310022A10Rik
SEMA7A	Sema7a
TLX3	Tlx3
PNKP	Pnkp
CES2	Ces2h
THAP7	Thap7
ARSB	Arsb
MEST	Mest
SIRT3	Sirt3
ZZEF1	Zzef1
HAUS5	Haus5
DDO	Ddo
FGD3	Fgd3
EFHD1	Efhd1
PCDH8	Pcdh8
PCDHA6	Pcdha6
LTBR	Ltbr
ZNF503	Zfp503
B3GALT6	B3galt6
CLN8	Cln8
RNF216	Rnf216
KCNA3	Kcna3
H3F3C	Gm12657
GPHN	Gphn
ZNF416	Zfp418
SSU72	Ssu72
SORBS2	Sorbs2
NFKBID	Nfkbid
IMPA2	Impa2
PROKR1	Prokr1
PTGER1	Ptger1
ASCL1	Ascl1
WFDC5	Wfdc5
ABCC12	Abcc12
TRIM65	Trim65
NCAPH2	Ncaph2
PREB	Preb
CELSR1	Celsr1
TRIM2	Trim2
ATP8B4	Atp8b4
CD247	Cd247
NOX1	Nox1
UTP23	Utp23
GOT1	Got1
ZIC4	Zic4
LRRN2	Lrrn2
GTSE1	Gtse1
ERCC1	Ercc1
TMEM121	Tmem121
PAX4	Pax4
COL20A1	Col20a1
KCNA5	Kcna5
FBXL21	Fbxl21
ACOX2	Acox2
HM13	H13
KLK13	Klk13
ZP3	Zp3
DOCK5	Dock5
TTC29	Ttc29
DRD4	Drd4
RAB11FIP1	Rab11fip1
UBE2T	Ube2t
UBA1	Uba1
RAD51B	Rad51b
CYHR1	Cyhr1
COQ4	Coq4
PPP1R9A	Ppp1r9a
MYH3	Myh3
RPS6KB2	Rps6kb2
DLG1	Dlg1
ZBTB17	Zbtb17
GLYAT	Glyat
RHEB	Rheb
TCF7L2	Tcf7l2
SPG21	Spg21
ESCO2	Esco2
ZNF407	Zfp407
KCNK18	Kcnk18
SLC5A1	Slc5a1
TRIM7	Trim7
ZNF488	Zfp488
FSCN1	Fscn1
MYH2	Myh2
FOXP3	Foxp3
PEX10	Pex10
GALK1	Galk1
STIM2	Stim2
STXBP1	Stxbp1
HIGD1C	Higd1c
C12orf73	1190007I07Rik
FAM222A	Fam222a
FKBPL	Fkbpl
MS4A2	Ms4a2
SLC38A6	Slc38a6
FAM181A	Fam181a
STX3	Stx3
NOSIP	Nosip
E2F4	E2f4
HPS1	Hps1
ZNF521	Zfp521
HIST1H2BN	Hist1h2bm
MAPK12	Mapk12
CNBD1	Cnbd1
MFN2	Mfn2
OR52H1	Olfr648
IL1RL2	Il1rl2
ZBTB11	Zbtb11
SATB2	Satb2
SLC9C1	Slc9c1
CEP250	Cep250
OPCML	Opcml
KIF23	Kif23
GP2	Gp2
TMEM26	Tmem26
NAGLU	Naglu
CDK4	Cdk4
GTF3C1	Gtf3c1
TRIM8	Trim8
SIX2	Six2
BAZ2A	Baz2a
ALK	Alk
EBF3	Ebf3
INO80C	Ino80c
THOC5	Thoc5
ATP4A	Atp4a
PSMD3	Psmd3
KCNJ14	Kcnj14
MPND	Mpnd
POP1	Pop1
LRRC14	Lrrc14
SPZ1	Spz1
EIF2S2	Eif2s2
LRRK1	Lrrk1
SPAG1	Spag1
MMP1	Mmp1a
SDHD	Sdhd
TRIO	Trio
ARMCX2	Armcx2
IL20	Il20
MICALL1	Micall1
OTUD3	Otud3
SLC12A5	Slc12a5
BAAT	Baat
ZBTB32	Zbtb32
BTBD16	Btbd16
XK	Xk
AHCY	Ahcy
SAP130	Sap130
PSMF1	Psmf1
NRN1L	Nrn1l
EEF2	Eef2
SEMA3G	Sema3g
NIPAL2	Nipal2
DNAJB12	Dnajb12
AQP6	Aqp6
SYDE1	Syde1
GPN2	Gpn2
PI16	Pi16
KLHDC10	Klhdc10
CENPL	Cenpl
BBS4	Bbs4
ARHGEF11	Arhgef11
PIM2	Pim2
SFTPD	Sftpd
PDSS1	Pdss1
FAM90A1	Fam90a1b
MPP2	Mpp2
RERG	Rerg
C5orf52	4921536K21Rik
EPHA7	Epha7
URGCP	Urgcp
DLGAP1	Dlgap1
PLVAP	Plvap
KCNC2	Kcnc2
MGP	Mgp
RFTN2	Rftn2
C11orf96	Gm13889
LIMD2	Limd2
KIFC2	Kifc2
CBLN1	Cbln1
LFNG	Lfng
MPP6	Mpp6
KLF5	Klf5
XPNPEP2	Xpnpep2
ARHGAP36	Arhgap36
SMOX	Smox
PRKG2	Prkg2
ATP13A1	Atp13a1
SUMO2	Sumo2
RPS9	Rps9
CLEC5A	Clec5a
STUB1	Stub1
INHBA	Inhba
LPAR3	Lpar3
FAM161B	Fam161b
PTH1R	Pth1r
INTS8	Ints8
SIAH3	Siah3
SLC35G6	Slc35g3
ESRRG	Esrrg
MTX1	Mtx1
ANAPC1	Anapc1
OR10G4	Olfr980
CCDC158	Ccdc158
FGD2	Fgd2
CEP89	Cep89
KIAA0586	2700049A03Rik
RAD54L	Rad54l
RNF187	Rnf187
CALML5	Calm4
ITGA3	Itga3
NET1	Net1
C17orf107	4930544D05Rik
CRTC2	Crtc2
PML	Pml
DKK4	Dkk4
FAM19A2	Fam19a2
ZNF462	Zfp462
INPP5F	Inpp5f
NSD1	Nsd1
MRPL37	Mrpl37
FOXO1	Foxo1
HR	Hr
ANKRD45	Ankrd45
PKM	Pkm
PDE5A	Pde5a
BRCC3	Brcc3
HPS6	Hps6
TFEC	Tfec
CCDC116	Ccdc116
RNF128	Rnf128
ETV6	Etv6
DSCAML1	Dscaml1
RFX2	Rfx2
BCS1L	Bcs1l
PKMYT1	Pkmyt1
KCNK13	Kcnk13
ZNF276	Zfp276
CCIN	Ccin
ZNF341	Zfp341
CATSPER4	Catsper4
INA	Ina
UFL1	Ufl1
DNASE1L3	Dnase1l3
PISD	Pisd
ART1	Art1
FAM81A	Fam81a
C16orf74	1190005I06Rik
ACSM3	Acsm3
FNDC5	Fndc5
FAM216B	Fam216b
BRK1	Brk1
AMHR2	Amhr2
SGPP2	Sgpp2
PNISR	Pnisr
SH3PXD2B	Sh3pxd2b
SDCBP2	Sdcbp2
MN1	Mn1
DLAT	Dlat
RNFT2	Rnft2
SGSM1	Sgsm1
MAMDC2	Mamdc2
CNOT6	Cnot6
BMP6	Bmp6
ROM1	Rom1
DHX58	Dhx58
C7orf43	BC037034
MED20	Med20
OTUB2	Otub2
PPP2R2D	Ppp2r2d
TUSC1	Tusc1
GABRA3	Gabra3
KIF12	Kif12
ESAM	Esam
EFNA5	Efna5
BECN1	Becn1
GALT	Galt
F9	F9
FAM160A1	Fam160a1
ARL6IP6	Arl6ip6
CLCA2	Clca2
SLC35F3	Slc35f3
KCNMB2	Kcnmb2
FGF23	Fgf23
HRAS	Hras
UNC93B1	Unc93b1
GAL3ST1	Gal3st1
FGF18	Fgf18
C2CD4C	C2cd4c
P4HA3	P4ha3
ABCB6	Abcb6
SCAF4	Scaf4
MYO15A	Myo15
FAM120B	Fam120b
HS1BP3	Hs1bp3
FOXA3	Foxa3
BCL3	Bcl3
ANKAR	Ankar
THUMPD2	Thumpd2
EVX2	Evx2
MOG	Mog
MAMDC4	Mamdc4
KCNK5	Kcnk5
CNPY2	Cnpy2
MPL	Mpl
CDCA5	Cdca5
MRPL17	Mrpl17
C15orf39	1700017B05Rik
CEBPG	Cebpg
SLC16A14	Slc16a14
MYH14	Myh14
MED1	Med1
TMEM70	Tmem70
MMP17	Mmp17
DDX28	Ddx28
RASGRP1	Rasgrp1
KCNH5	Kcnh5
ZBTB7C	Zbtb7c
ANO10	Ano10
CYTH2	Cyth2
VSIG2	Vsig2
BCAS3	Bcas3
SYTL3	Sytl3
CPPED1	Cpped1
DDX43	Ddx43
ALDH8A1	Aldh8a1
DLX2	Dlx2
CHSY3	Chsy3
RPTOR	Rptor
CDCA7	Cdca7
SYNE3	Syne3
NOD2	Nod2
CELSR2	Celsr2
TSKU	Tsku
PARP16	Parp16
GLUL	Glul
UPF3B	Upf3b
ZAR1L	Zar1l
PBK	Pbk
POLD4	Pold4
DHRS13	Dhrs13
RBCK1	Rbck1
ANKRD11	Ankrd11
ANGPT2	Angpt2
CEACAM18	Ceacam18
DOCK10	Dock10
GLOD5	Glod5
SLC27A4	Slc27a4
HNF1A	Hnf1a
HPCAL1	Hpcal1
EIF2A	Eif2a
RSPH4A	Rsph4a
POLR3G	Polr3g
ANGPTL3	Angptl3
CAMKMT	Camkmt
NOB1	Nob1
KCNS3	Kcns3
PRMT2	Prmt2
STK19	Stk19
SRF	Srf
ZBTB49	Zbtb49
KCNK16	Kcnk16
CDYL	Cdyl
MMACHC	Mmachc
KCNA7	Kcna7
ABCB11	Abcb11
RPUSD1	Rpusd1
KCNT2	Kcnt2
TAS2R38	Tas2r138
GAL3ST3	Gal3st3
MAN2A2	Man2a2
ACAP1	Acap1
ABHD6	Abhd6
LRRN4	Lrrn4
OXCT1	Oxct1
PUS1	Pus1
FAM98B	Fam98b
CSGALNACT1	Csgalnact1
PACRGL	Pacrgl
CBFA2T3	Cbfa2t3
COL6A2	Col6a2
LRRIQ4	Lrriq4
EXTL2	Extl2
PFKM	Pfkm
PES1	Pes1
PLA2G2C	Pla2g2c
PDGFB	Pdgfb
FAN1	Fan1
ATP6V0E2	Atp6v0e2
RPL38	Rpl38
SRRD	Srrd
DGKI	Dgki
CACNA1A	Cacna1a
ZPBP	Zpbp
CRISP2	Crisp2
PRKCH	Prkch
CCDC73	Ccdc73
APOF	Apof
LGALS1	Lgals1
HOXA6	Hoxa6
PTPRH	Ptprh
SUN2	Sun2
ARFGAP1	Arfgap1
SCAMP4	Scamp4
FAM53A	Fam53a
LMLN	Lmln
GPATCH3	Gpatch3
U2SURP	U2surp
SOBP	Sobp
FGR	Fgr
H2BFM	H2bfm
CHTF8	Chtf8
HTR2C	Htr2c
KCTD14	Kctd14
PPP2R1A	Ppp2r1a
DDHD1	Ddhd1
USP29	Usp29
MAP4K2	Map4k2
C3orf52	BC016579
GNRH1	Gnrh1
CCDC81	Ccdc81
CTSK	Ctsk
ANKRD65	Ankrd65
PUF60	Puf60
AAK1	Aak1
PSD4	Psd4
TTLL4	Ttll4
TRIM69	Trim69
SPPL2C	Sppl2c
CEP350	Cep350
SST	Sst
FAF2	Faf2
TMEM114	Tmem114
PRRT2	Prrt2
ABCA5	Abca5
GNG4	Gng4
NR0B2	Nr0b2
MAPK8IP3	Mapk8ip3
SNIP1	Snip1
PRRC2B	Prrc2b
GJB3	Gjb3
ACOT2	Acot2
LEKR1	Lekr1
MARC2	Marc2
C9orf131	1700022I11Rik
CLPTM1	Clptm1
GRK4	Grk4
CCDC38	Ccdc38
ZNF654	Zfp654
KCNE3	Kcne3
GPX5	Gpx5
CKB	Ckb
GPCPD1	Gpcpd1
EML2	Eml2
VDAC2	Vdac2
GRB10	Grb10
AKAP4	Akap4
AP3S1	Ap3s1
ANKRD60	Ankrd60
FAM3C	Fam3c
INTS7	Ints7
DDX56	Ddx56
TMPRSS6	Tmprss6
MRPL55	Mrpl55
TTC1	Ttc1
ARTN	Artn
KCNK7	Kcnk7
LPAR4	Lpar4
FREM2	Frem2
TRMT2B	Trmt2b
TMEM54	Tmem54
COL4A6	Col4a6
CNGA2	Cnga2
TMTC1	Tmtc1
USP22	Usp22
HECTD2	Hectd2
RUVBL2	Ruvbl2
MYCBP2	Mycbp2
TMEM169	Tmem169
C8orf74	4930578I06Rik
SPHK1	Sphk1
TMEM173	Tmem173
